dir	n_types	n_tokens	n_lemmas	TTR	LTR	suprisal_token_mean	sum_surprisal_morph_split_mean_lemma_all_features	sum_surprisal_morph_split_mean_lemma_core_features_only	sum_surprisal_morph_split_mean_subclass_all_features	sum_surprisal_morph_split_mean_subclass_core_features_only	sum_surprisal_morph_split_mean_upos_all_features	sum_surprisal_morph_split_mean_upos_core_features_only	surprisal_per_morph_featstring_mean_lemma_all_features	surprisal_per_morph_featstring_mean_lemma_core_features_only	surprisal_per_morph_featstring_mean_subclass_all_features	surprisal_per_morph_featstring_mean_subclass_core_features_only	surprisal_per_morph_featstring_mean_upos_all_features	surprisal_per_morph_featstring_mean_upos_core_features_only	feat_cats_lemma_all_features	feat_cats_lemma_core_features_only	feat_cats_subclass_all_features	feat_cats_subclass_core_features_only	feat_cats_upos_all_features	feat_cats_upos_core_features_only	n_feat_cats_subclass_all_features	n_feat_cats_subclass_core_features_only	n_feats_per_token_mean_subclass_all_features	n_feats_per_token_mean_subclass_core_features_only	mfh	n_total_rows	n_total_rows_filtered	n_row_mfh	glottocode	Word_Order	Flexivity	Gender_or_Noun_Class	Locus_of_Marking	Fusion	Informativity	percent_missing_lemma	n_feat_cats_core_features_only	n_feat_cats_all_features	n_feats_per_token_mean_core_features_only	n_feats_per_token_mean_all_features	mfh_rank	sum_surprisal_morph_split_mean_upos_all_features_rank	surprisal_per_morph_featstring_mean_lemma_core_features_only_rank	Fusion_rank	Informativity_rank
UD_Italian-Old	9922	68119		0.145656865191797	0.085012991969935	9.97942387647721	2.00457114814914	1.99939595696758	1.3426251883198	1.35009960262363	4.36160329229517	4.24576715356935	1.09973519052772	1.09575455318552	1.26715403140651	1.27343073410613	2.68076957331733	2.61459470035144	Definite;Gender;Number;PronType;Aspect;VerbForm;Voice;Mood;Person;Tense;unassigned;Degree;Poss;Clitic;Reflex;NumType	Definite;Gender;Number;PronType;Aspect;VerbForm;Voice;Mood;Person;Tense;unassigned;Degree;Poss;Reflex;NumType	Definite;Gender;Number;PronType;Aspect;VerbForm;Voice;unassigned;Mood;Person;Tense;Degree;Clitic;Reflex;Poss;NumType	Definite;Gender;Number;PronType;Aspect;VerbForm;Voice;unassigned;Mood;Person;Tense;Degree;Reflex;Poss;NumType	Definite;Gender;Number;PronType;Poss;Degree;Person;Aspect;VerbForm;Voice;Mood;Tense;Clitic;unassigned;Reflex;NumType	Definite;Gender;Number;PronType;Poss;Degree;Person;Aspect;VerbForm;Voice;Mood;Tense;unassigned;Reflex;NumType	15	14	2.47155712796723	2.42452179274505	4.340680461279232	71998	70063	48471	ital1282	0.42857142857142855	0.5333333333333334	0.5294117647058824	0.5	0.4262295081967213	0.38888888888888895	0	14	15	2.42452179274505	2.47155712796723	93	85	80	51	86
UD_Italian-ParlaMint	3394	16949		0.20024780223022	0.147560328042952	9.51266355124668	1.46842425434033	1.46743758918817	1.36071133871195	1.38007620142367	3.40810765318448	3.35265403501191	0.912324827278726	0.911962463159895	1.33251149485587	1.35203657730339	2.27005251648742	2.25948130554434	unassigned;VerbForm;Definite;Gender;Number;PronType;Mood;Person;Tense;NumType;Degree;Clitic;Poss;Polarity	unassigned;VerbForm;Definite;Gender;Number;PronType;Mood;Person;Tense;NumType;Degree;Poss;Polarity	unassigned;VerbForm;Definite;Gender;Number;PronType;Mood;Person;Tense;NumType;Degree;Clitic;Poss;Polarity	unassigned;VerbForm;Definite;Gender;Number;PronType;Mood;Person;Tense;NumType;Degree;Poss;Polarity	PronType;Degree;VerbForm;Gender;Number;Tense;Mood;Person;Definite;Poss;NumType;Clitic;unassigned;Polarity	PronType;Degree;VerbForm;Gender;Number;Tense;Mood;Person;Definite;Poss;NumType;unassigned;Polarity	13	12	2.15759041831376	2.1345212106909	3.8421263992992705	19585	18078	12992	ital1282	0.42857142857142855	0.5333333333333334	0.5294117647058824	0.5	0.4262295081967213	0.38888888888888895	0	12	13	2.1345212106909	2.15759041831376	41	66	59	51	86
UD_Italian-ParTUT	8429	46014		0.183183378971617	0.132329291085322	10.326865241423	1.4547257212528	1.45459532615566	1.40195939465265	1.40845649040906	3.17601715260224	3.14582239388516	0.966925520888493	0.966925520888493	1.37332474111996	1.38021248398937	2.23063569656959	2.2241886128564	Definite;Gender;Number;PronType;unassigned;Tense;VerbForm;Mood;Person;NumType;Clitic;Reflex;Poss;Degree	Definite;Gender;Number;PronType;unassigned;Tense;VerbForm;Mood;Person;NumType;Reflex;Poss;Degree	Definite;Gender;Number;PronType;unassigned;Tense;VerbForm;Mood;Person;NumType;Clitic;Poss;Reflex;Degree	Definite;Gender;Number;PronType;unassigned;Tense;VerbForm;Mood;Person;NumType;Poss;Reflex;Degree	Definite;Gender;Number;PronType;Poss;Degree;Tense;VerbForm;Mood;Person;NumType;Clitic;Reflex;unassigned	Definite;Gender;Number;PronType;Poss;Degree;Tense;VerbForm;Mood;Person;NumType;Reflex;unassigned	13	12	2.09568826878776	2.0817794584257	3.729039105960664	53900	49299	34136	ital1282	0.42857142857142855	0.5333333333333334	0.5294117647058824	0.5	0.4262295081967213	0.38888888888888895	0	12	13	2.0817794584257	2.09568826878776	29	54	66	51	86
UD_Italian-PoSTWITA	16988	102985		0.164956061562363	0.141574015633345	10.410598956761	1.23950476045935	1.23723790681569	1.1114977826955	1.11980522369731	2.70857997274026	2.65194996097876	0.764117350655385	0.761974275589153	1.07856029709798	1.08720265449311	1.77268708424948	1.754079040767	Gender;Number;unassigned;Definite;PronType;VerbForm;Clitic;Person;Mood;Tense;NumType;Degree;Poss	Gender;Number;unassigned;Definite;PronType;VerbForm;Person;Mood;Tense;NumType;Degree;Poss	Gender;Number;unassigned;Definite;PronType;VerbForm;Clitic;Person;Mood;Tense;NumType;Poss;Degree	Gender;Number;unassigned;Definite;PronType;VerbForm;Person;Mood;Tense;NumType;Poss;Degree	Gender;Number;PronType;Definite;Poss;unassigned;VerbForm;Tense;Mood;Person;Clitic;NumType;Degree	Gender;Number;PronType;Definite;Poss;unassigned;VerbForm;Tense;Mood;Person;NumType;Degree	12	11	1.77320969073166	1.74200126231976	3.927379698099187	113459	107075	60225	ital1282	0.42857142857142855	0.5333333333333334	0.5294117647058824	0.5	0.4262295081967213	0.38888888888888895	0	11	12	1.74200126231976	1.77320969073166	50	33	44	51	86
UD_Italian-PUD	6121	19855		0.30828506673382	0.258826492067489	10.3301488450977	1.33166547027928	1.33015812465122	1.40185002496739	1.39208809343138	2.59509731386188	2.54987094141891	0.873185423759446	0.872641644787799	1.37515810732191	1.36577285780611	1.88591530663237	1.87653005711657	unassigned;Gender;Number;Definite;PronType;Polarity;Case;Person;Mood;Tense;Voice;Aspect;Number[psor];Degree;Reflex	unassigned;Gender;Number;Definite;PronType;Polarity;Case;Person;Mood;Tense;Voice;Aspect;Degree;Reflex	unassigned;Gender;Number;Definite;PronType;Polarity;Case;Person;Mood;Tense;Voice;Number[psor];Degree;Aspect;Reflex	unassigned;Gender;Number;Definite;PronType;Polarity;Case;Person;Mood;Tense;Voice;Degree;Aspect;Reflex	Gender;Number;PronType;Definite;Number[psor];Person;Degree;unassigned;Polarity;Case;Reflex;Mood;Tense;Voice;Aspect	Gender;Number;PronType;Definite;Person;Degree;unassigned;Polarity;Case;Reflex;Mood;Tense;Voice;Aspect	14	13	2.05011332158147	2.03868043314027	3.3298298837162097	22951	21087	15595	ital1282	0.42857142857142855	0.5333333333333334	0.5294117647058824	0.5	0.4262295081967213	0.38888888888888895	0	13	14	2.03868043314027	2.05011332158147	14	29	56	51	86
UD_Italian-TWITTIRO	6046	23640		0.25575296108291	0.222800338409475	9.98398925652964	1.21192493811606	1.2106156379795	1.20744792739803	1.21788289787142	2.86395486618195	2.81045257610774	0.746365543889998	0.745083951961222	1.16302384471845	1.173526549857	1.89208862228046	1.87744485349739	unassigned;Gender;Number;Mood;Person;Tense;VerbForm;Definite;PronType;Poss;Polarity;Clitic;NumType;Degree	unassigned;Gender;Number;Mood;Person;Tense;VerbForm;Definite;PronType;Poss;Polarity;NumType;Degree	unassigned;Gender;Number;Mood;Person;Tense;VerbForm;Definite;PronType;Poss;Clitic;NumType;Degree;Polarity	unassigned;Gender;Number;Mood;Person;Tense;VerbForm;Definite;PronType;Poss;NumType;Degree;Polarity	Gender;Number;unassigned;Mood;Person;Tense;VerbForm;Definite;PronType;NumType;Degree;Poss;Polarity;Clitic	Gender;Number;unassigned;Mood;Person;Tense;VerbForm;Definite;PronType;NumType;Degree;Poss;Polarity	13	12	1.89302030456853	1.86070219966159	3.917390363135735	26074	24625	14660	ital1282	0.42857142857142855	0.5333333333333334	0.5294117647058824	0.5	0.4262295081967213	0.38888888888888895	0	12	13	1.86070219966159	1.89302030456853	48	37	40	51	86
UD_Italian-VIT	23429	227648		0.102917662355918	0.0777647947708743	10.8127956367298	1.5103865544243	1.50979889810946	1.2933707931258	1.30107754142013	2.97280876053149	2.93679633112651	1.00695005664527	1.00672535353398	1.27339888694694	1.2813355700203	2.11304616183532	2.1071643734798	Mood;Number;Person;Tense;VerbForm;Gender;PronType;unassigned;Definite;Poss;Clitic;NumType;Degree;Polarity	Mood;Number;Person;Tense;VerbForm;Gender;PronType;unassigned;Definite;Poss;NumType;Degree;Polarity	Mood;Number;Person;Tense;VerbForm;unassigned;Gender;Definite;PronType;Clitic;NumType;Degree;Poss;Polarity	Mood;Number;Person;Tense;VerbForm;unassigned;Gender;Definite;PronType;NumType;Degree;Poss;Polarity	Mood;Number;Person;Tense;VerbForm;Gender;PronType;NumType;Polarity;Definite;Poss;Degree;Clitic;unassigned	Mood;Number;Person;Tense;VerbForm;Gender;PronType;NumType;Polarity;Definite;Poss;Degree;unassigned	13	12	2.01769837644082	2.00164288726455	3.679836656742358	268694	243455	164170	ital1282	0.42857142857142855	0.5333333333333334	0.5294117647058824	0.5	0.4262295081967213	0.38888888888888895	0	12	13	2.00164288726455	2.01769837644082	25	39	72	51	86
UD_Korean-PUD	8223	14942		0.550327934680766		12.058572444701			0.498741256488292	0.338782525221823	2.65463433583066	2.32671740622961			0.496840951163197	0.338054549638505	1.98897546164983	1.82392592606195	unassigned;Case;Polite;VerbForm;Form;Mood;Tense;PronType;Number;Voice;Person;NumType;Polarity	unassigned;Case;Polite;VerbForm;Mood;Tense;PronType;Number;Voice;Person;NumType;Polarity	unassigned;Case;Polite;VerbForm;Form;Mood;Tense;Number;Voice;Person;NumType;PronType;Polarity	unassigned;Case;Polite;VerbForm;Mood;Tense;Number;Voice;Person;NumType;PronType;Polarity	Polite;Case;Number;Form;VerbForm;Mood;Tense;Voice;PronType;Person;Polarity;unassigned;NumType	Polite;Case;Number;VerbForm;Mood;Tense;Voice;PronType;Person;Polarity;unassigned;NumType	12	11	0.895930932940704	0.764087806183911	2.443832811827557	14942	5847	5510	kore1280	0.23809523809523803	0.125	0.11764705882352938	0.375	0.3442622950819672	0.3962264150943397	58	11	12	0.764087806183911	0.895930932940704	1	31		19	96
UD_Latin-CIRCSE	8093	18453		0.4385736736574	0.222131902671652	11.8643103214685	3.25569368097653	2.93071740097135	5.70246054087505	4.0576476372055	8.91589741169797	6.3640292559017	1.69654166197825	1.64822413178117	4.74236488135407	3.68455878061766	5.85978660004277	4.47891971343526	Case;Degree;Gender;Number;Aspect;InflClass;Mood;Person;Tense;VerbForm;InflClass[nominal];Voice;Polarity;NameType;AdvType;PronType;AdpType;Reflex;PartType;unassigned;Number[psor];Person[psor];Poss;Variant;NumType;Form;Compound;NumForm;Proper;NumValue	Case;Degree;Gender;Number;Aspect;Mood;Person;Tense;VerbForm;Voice;Polarity;PronType;unassigned;Reflex;Poss;NumType	Case;Degree;Gender;Number;Aspect;InflClass;Mood;Person;Tense;VerbForm;InflClass[nominal];Voice;Polarity;NameType;PronType;AdpType;Reflex;unassigned;PartType;Number[psor];Person[psor];Poss;Variant;NumType;Form;AdvType;NumForm;Compound;Proper;NumValue	Case;Degree;Gender;Number;Aspect;Mood;Person;Tense;VerbForm;Voice;Polarity;PronType;unassigned;Reflex;Poss;NumType	Case;Degree;Gender;Number;InflClass;NameType;Variant;NumType;Polarity;NumForm;VerbForm;Aspect;Mood;Person;Tense;InflClass[nominal];Proper;PronType;AdvType;Compound;Form;Voice;Reflex;AdpType;Number[psor];Person[psor];Poss;NumValue;PartType;unassigned	Case;Degree;Gender;Number;NumType;Polarity;VerbForm;Aspect;Mood;Person;Tense;PronType;Voice;Reflex;unassigned;Poss	29	15	4.57204790548962	3.56137213461226	5.2603110575501155	19483	18968	16992	lati1261	0.47619047619047616	0.33333333333333337	0.5294117647058824	0.2941176470588235	0.4262295081967213	0.38888888888888895	0	15	29	3.56137213461226	4.57204790548962	150	154	123	51	86
UD_Latin-ITTB	19699	388035		0.0507660391459533	0.0159341296532529	10.0146863241929	3.13580613993661	2.93374312131826	3.73267809179119	2.75455557039826	6.73627095290564	4.90507386766948	1.93733639347582	1.93282402155752	3.2691926092376	2.62447068049368	4.32632742283094	3.37333615354771	Case;Gender;InflClass;Number;PronType;unassigned;Aspect;Mood;Person;Tense;VerbForm;Voice;InflClass[nominal];Polarity;Degree;Compound;Person[psor];Poss;Reflex;Form;AdvType;Proper;NumType;NumValue;NameType;NumForm;Number[psor];Variant	Case;Gender;Number;PronType;unassigned;Aspect;Mood;Person;Tense;VerbForm;Voice;Polarity;Degree;Poss;Reflex;NumType	Case;Gender;InflClass;Number;PronType;unassigned;Aspect;Mood;Person;Tense;VerbForm;Voice;Polarity;Compound;InflClass[nominal];Person[psor];Poss;Reflex;Form;AdvType;Degree;NumType;NumValue;NameType;NumForm;Proper;Number[psor];Variant	Case;Gender;Number;PronType;unassigned;Aspect;Mood;Person;Tense;VerbForm;Voice;Polarity;Poss;Reflex;Degree;NumType	Case;Gender;InflClass;Number;PronType;Person;Polarity;Compound;Reflex;VerbForm;Proper;Degree;NameType;Variant;Aspect;Mood;Tense;Voice;InflClass[nominal];Form;Person[psor];Poss;NumType;NumValue;Number[psor];AdvType;NumForm	Case;Gender;Number;PronType;Person;Polarity;Reflex;VerbForm;Degree;Aspect;Mood;Tense;Voice;Poss;NumType	27	15	3.6577782931952	2.87536433569137	5.08341566991293	388109	386929	291517	lati1261	0.47619047619047616	0.33333333333333337	0.5294117647058824	0.2941176470588235	0.4262295081967213	0.38888888888888895	0	15	27	2.87536433569137	3.6577782931952	147	144	141	51	86
UD_Latin-LLCT	9328	206939		0.0450760852231817	0.0176573772947584	9.43739706257271	1.85914830112606	1.85459917377159	3.13262613062748	3.09673736763103	5.44343935319772	5.11013127431479	1.23055157344235	1.22613417098642	2.69042399524588	2.66905352646087	3.42684392786508	3.36721477116	Case;Gender;Number;Degree;Person;PronType;unassigned;Aspect;VerbForm;Voice;Mood;Tense;NumType;Number[psor];Person[psor];Poss;AdvType;Reflex;NumForm;Polarity;InflClass;NumValue;Proper;Form;NameType	Case;Gender;Number;Degree;Person;PronType;unassigned;Aspect;VerbForm;Voice;Mood;Tense;NumType;Poss;Reflex;Polarity	Case;Gender;Number;Person;PronType;unassigned;Aspect;VerbForm;Voice;Mood;Tense;NumType;Number[psor];Person[psor];Poss;Degree;AdvType;Reflex;NumForm;Polarity;InflClass;NumValue;Proper;Form;NameType	Case;Gender;Number;Person;PronType;unassigned;Aspect;VerbForm;Voice;Mood;Tense;NumType;Poss;Degree;Reflex;Polarity	Case;Gender;Number;Degree;NumType;Proper;NameType;Person;PronType;Reflex;InflClass;Polarity;unassigned;Aspect;VerbForm;Voice;Mood;Tense;Number[psor];Person[psor];Poss;NumValue;AdvType;Form;NumForm	Case;Gender;Number;Degree;NumType;Person;PronType;Reflex;Polarity;unassigned;Aspect;VerbForm;Voice;Mood;Tense;Poss	24	15	3.11781732781158	3.03717520622019	4.543168391824884	206979	206704	161631	lati1261	0.47619047619047616	0.33333333333333337	0.5294117647058824	0.2941176470588235	0.4262295081967213	0.38888888888888895	0	15	24	3.03717520622019	3.11781732781158	116	120	87	51	86
UD_Latin-Perseus	10088	24360		0.414121510673235	0.20628078817734	11.7914644425243	2.96019427548652	2.95091214153755	3.68317423800495	3.65685060506745	5.9970417644211	5.80715336834316	1.67012179257202	1.6610190100796	3.41079822314635	3.38857964846831	4.07522121895824	3.9925832039880498	Case;Gender;Number;Person;PronType;Aspect;Mood;Tense;VerbForm;Voice;unassigned;Person[psor];Poss;Reflex;AdvType;NumForm;NumType;Number[psor];Degree;Polarity;AdpType;PartType;Compound	Case;Gender;Number;Person;PronType;Aspect;Mood;Tense;VerbForm;Voice;unassigned;Poss;Reflex;NumType;Degree;Polarity	Case;Gender;Number;Person;PronType;Aspect;Mood;Tense;VerbForm;Voice;unassigned;Person[psor];Poss;Reflex;NumForm;NumType;Number[psor];Degree;AdvType;Polarity;AdpType;PartType;Compound	Case;Gender;Number;Person;PronType;Aspect;Mood;Tense;VerbForm;Voice;unassigned;Poss;Reflex;NumType;Degree;Polarity	Case;Gender;Number;Person;PronType;Reflex;Polarity;Compound;VerbForm;Aspect;Mood;Tense;Voice;Degree;unassigned;Person[psor];Poss;Number[psor];NumType;AdvType;NumForm;AdpType;PartType	Case;Gender;Number;Person;PronType;Reflex;Polarity;VerbForm;Aspect;Mood;Tense;Voice;Degree;unassigned;Poss;NumType	22	15	3.3309934318555	3.28440065681445	4.610430502324843	25066	24713	19087	lati1261	0.47619047619047616	0.33333333333333337	0.5294117647058824	0.2941176470588235	0.4262295081967213	0.38888888888888895	0	15	22	3.28440065681445	3.3309934318555	127	136	124	51	86
UD_Latin-PROIEL	29707	205463		0.144585643157162	0.0437937730880986	11.2885653401285	3.62929396498008	3.62929396498008	3.08682815205262	3.08682815205262	5.75738590894404	5.75738590894404	2.22614887033174	2.22614887033174	2.94693479982284	2.94693479982284	3.99175726841091	3.99175726841091	Case;Gender;Number;PronType;Aspect;Tense;VerbForm;Voice;Mood;Person;unassigned;Poss;Degree;Reflex;Polarity	Case;Gender;Number;PronType;Aspect;Tense;VerbForm;Voice;Mood;Person;unassigned;Poss;Degree;Reflex;Polarity	Case;Gender;Number;unassigned;Aspect;Tense;VerbForm;Voice;Mood;Person;Poss;PronType;Degree;Reflex;Polarity	Case;Gender;Number;unassigned;Aspect;Tense;VerbForm;Voice;Mood;Person;Poss;PronType;Degree;Reflex;Polarity	Case;Gender;Number;Polarity;Degree;PronType;Aspect;Tense;VerbForm;Voice;Mood;Person;unassigned;Poss;Reflex	Case;Gender;Number;Polarity;Degree;PronType;Aspect;Tense;VerbForm;Voice;Mood;Person;unassigned;Poss;Reflex	14	14	3.09626550765831	3.09626550765831	4.559025021448767	205463	205462	150834	lati1261	0.47619047619047616	0.33333333333333337	0.5294117647058824	0.2941176470588235	0.4262295081967213	0.38888888888888895	0	14	14	3.09626550765831	3.09626550765831	120	128	147	51	86
UD_Latin-UDante	11856	46162		0.256834625882761	0.120986958970582	10.9997667843	2.99924733189693	2.76417930217333	4.27081707555048	3.1489618055909	7.88554716775262	5.65120669799213	1.70130853354416	1.67384888900603	3.7102806018744	2.98420885146093	5.17731685734965	3.99485611242062	AdvType;PronType;Case;Gender;InflClass;Number;Polarity;Aspect;Mood;Person;Tense;VerbForm;InflClass[nominal];Voice;Form;unassigned;Degree;Proper;NumType;Reflex;Number[psor];Person[psor];Poss;NameType;Compound;NumForm;NumValue;PartType;Variant	PronType;Case;Gender;Number;Polarity;Aspect;Mood;Person;Tense;VerbForm;Voice;unassigned;Degree;NumType;Reflex;Poss	AdvType;PronType;Case;Gender;InflClass;Number;Polarity;Aspect;Mood;Person;Tense;VerbForm;InflClass[nominal];Voice;Form;unassigned;NumType;Reflex;Number[psor];Person[psor];Poss;NameType;Degree;Compound;NumForm;Proper;NumValue;PartType;Variant	PronType;Case;Gender;Number;Polarity;Aspect;Mood;Person;Tense;VerbForm;Voice;unassigned;NumType;Reflex;Poss;Degree	AdvType;PronType;VerbForm;Degree;NumType;Compound;Polarity;Form;Case;Gender;InflClass;Number;NameType;Proper;Variant;Person;Reflex;Number[psor];Person[psor];Poss;NumValue;Aspect;Mood;Tense;InflClass[nominal];Voice;PartType;NumForm;unassigned	PronType;VerbForm;Degree;NumType;Polarity;Case;Gender;Number;Person;Reflex;Poss;Aspect;Mood;Tense;Voice;unassigned	28	15	3.94772756812963	3.0558468003986	5.281849981953765	46627	46395	38166	lati1261	0.47619047619047616	0.33333333333333337	0.5294117647058824	0.2941176470588235	0.4262295081967213	0.38888888888888895	0	15	28	3.0558468003986	3.94772756812963	151	152	126	51	86
UD_Latvian-LVTB	52671	260661		0.202067052608561	0.0863688852570964	12.7418904199605	3.42602075006617	3.42602075006617	2.87045014539881	2.87045014539881	6.37934973749462	6.37934973749462	1.76527859574234	1.76527859574234	2.77990282336188	2.77990282336188	3.79377955089686	3.79377955089686	NumType;Case;Gender;Number;Person;PronType;unassigned;Evident;Mood;Polarity;Tense;VerbForm;Voice;Aspect;Definite;Degree;Reflex;Poss	NumType;Case;Gender;Number;Person;PronType;unassigned;Evident;Mood;Polarity;Tense;VerbForm;Voice;Aspect;Definite;Degree;Reflex;Poss	NumType;Case;Gender;Number;Person;PronType;unassigned;Evident;Mood;Polarity;Tense;VerbForm;Voice;Aspect;Definite;Degree;Reflex;Poss	NumType;Case;Gender;Number;Person;PronType;unassigned;Evident;Mood;Polarity;Tense;VerbForm;Voice;Aspect;Definite;Degree;Reflex;Poss	NumType;Case;Definite;Degree;Gender;Number;VerbForm;Voice;Person;PronType;Poss;unassigned;Evident;Mood;Polarity;Tense;Aspect;Reflex	NumType;Case;Definite;Degree;Gender;Number;VerbForm;Voice;Person;PronType;Poss;unassigned;Evident;Mood;Polarity;Tense;Aspect;Reflex	17	17	3.37065000134274	3.37065000134274	4.6822144460257045	261475	258721	209422	latv1249	0.4285714285714286	0.42857142857142855	0.5294117647058824	0.38235294117647056	0.5416666666666667	0.3207547169811321	0	17	17	3.37065000134274	3.37065000134274	134	141	132	111	54
UD_Lithuanian-ALKSNIS	17589	55580		0.31646275638719	0.152500899604174	12.202062286391	2.78057405097596	2.76471588544094	3.02335316088596	3.01780546670272	5.84464135606958	5.75506123097006	1.62018397597425	1.60813355765807	2.96535319641187	2.96131556470873	3.92724419508582	3.87005005741895	Definite;NumForm;Degree;Case;Gender;Number;AdpType;Polarity;VerbForm;Mood;Person;Tense;Voice;Aspect;unassigned;PronType;Hyph;Reflex;NumType	Definite;Degree;Case;Gender;Number;Polarity;VerbForm;Mood;Person;Tense;Voice;Aspect;unassigned;PronType;Reflex;NumType	Definite;NumForm;Degree;Case;Gender;Number;AdpType;Polarity;VerbForm;unassigned;Person;PronType;Tense;Voice;Reflex;Aspect;Mood;NumType;Hyph	Definite;Degree;Case;Gender;Number;Polarity;VerbForm;unassigned;Person;PronType;Tense;Voice;Reflex;Aspect;Mood;NumType	Definite;NumForm;Case;Gender;NumType;Number;Hyph;Degree;PronType;Polarity;VerbForm;Reflex;AdpType;Tense;Voice;Aspect;Mood;Person;unassigned	Definite;Case;Gender;NumType;Number;Degree;PronType;Polarity;VerbForm;Reflex;Tense;Voice;Aspect;Mood;Person;unassigned	18	15	3.36509535804246	3.28233177401943	4.501942049509982	55582	54268	48242	lith1251	0.33333333333333326	0.42857142857142855	0.4705882352941176	0.375	0.5163934426229508	0.4074074074074074	0	15	18	3.28233177401943	3.36509535804246	112	132	119	106	101
UD_Low_Saxon-LSDC	4743	19042		0.249080978888772	0.189213317928789	9.68995054978984	2.21417029581736	2.13145776281685	2.33030442935071	2.30843789593232	4.53701870588614	4.39702930688598	1.51083507969867	1.44967697902976	2.19410102771909	2.17669973582145	3.17510711766492	3.07002844395698	unassigned;Case;Gender;Number;Person;PronType;Mood;Tense;VerbForm;VerbType;Aspect;Polite;Degree;Definite;AdpType;PartType;Number[psor];Person[psor];Poss;Reflex;Gender[psor];NumType	unassigned;Case;Gender;Number;Person;PronType;Mood;Tense;VerbForm;Aspect;Polite;Degree;Definite;Poss;Reflex;NumType	unassigned;Case;Gender;Number;Mood;Person;Tense;Degree;Definite;PronType;AdpType;Aspect;VerbForm;PartType;VerbType;Number[psor];Person[psor];Poss;Reflex;Gender[psor];NumType;Polite	unassigned;Case;Gender;Number;Mood;Person;Tense;Degree;Definite;PronType;Aspect;VerbForm;Poss;Reflex;NumType;Polite	unassigned;Case;Gender;Number;Person;PronType;Reflex;Polite;Poss;Mood;Tense;VerbForm;VerbType;Aspect;Degree;NumType;Definite;Number[psor];Person[psor];Gender[psor];AdpType;PartType	unassigned;Case;Gender;Number;Person;PronType;Reflex;Polite;Poss;Mood;Tense;VerbForm;Aspect;Degree;NumType;Definite	21	15	2.52168889822498	2.42232958722823	4.427773934998483	19072	19041	14867	nort2628							0	15	21	2.42232958722823	2.52168889822498	104	93	104		
UD_Manx-Cadhan	3064	15616		0.196209016393443	0.165983606557377	8.90064756048916	0.647816310015346	0.39159122409671	0.436865513209218	0.381402316723348	2.3447474703124	1.80007147509464	0.43220741999157	0.24930163878969	0.388205783634245	0.356543996012453	1.38695967420306	0.938668324762932	Mood;Tense;Number;Person;PronType;Form;unassigned;Definite;Case;Poss;Reflex;PartType;Polarity;Gender;Degree	Mood;Tense;Number;Person;PronType;unassigned;Definite;Case;Poss;Reflex;Polarity;Gender;Degree	Mood;Tense;Number;Person;unassigned;Definite;PronType;Form;Poss;Reflex;PartType;Polarity;Gender;Degree;Case	Mood;Tense;Number;Person;unassigned;Definite;PronType;Poss;Reflex;Polarity;Gender;Degree;Case	Mood;Tense;Number;Person;Gender;Form;PronType;PartType;Definite;Poss;Case;Reflex;unassigned;Polarity;Degree	Mood;Tense;Number;Person;Gender;PronType;unassigned;Definite;Poss;Case;Reflex;Polarity;Degree	14	12	1.47131147540984	1.30840163934426	3.776599207646799	19857	17738	9336	manx1243							0	12	14	1.30840163934426	1.47131147540984	33	22	13		
UD_Naija-NSC	4522	100594		0.0449529793029405	0.0441278803904805	8.42781430992045	0.278355524780322	0.260238721150346	0.572125087744944	0.572375486608894	2.41343646994534	2.22344026041369	0.17821445853512	0.170716839528085	0.553288864182742	0.55345052991772	1.61443130065185	1.53010190506863	Mood;unassigned;ExtPos;Case;Number;Person;PronType;Poss;Polarity;Tense;VerbForm;PartType;Aspect;Reflex;NumType;VerbType;Definite;Gender;Voice;Degree	Mood;unassigned;ExtPos;Case;Number;Person;PronType;Poss;Polarity;Tense;VerbForm;Aspect;Reflex;NumType;Definite;Gender;Voice;Degree	Mood;unassigned;Case;Number;Person;PronType;Polarity;PartType;Aspect;Reflex;ExtPos;Definite;Poss;Tense;VerbForm;VerbType;NumType;Gender;Degree;Voice	Mood;unassigned;Case;Number;Person;PronType;Polarity;Aspect;Reflex;ExtPos;Definite;Poss;Tense;VerbForm;NumType;Gender;Degree;Voice	Mood;Polarity;Aspect;PartType;VerbForm;Tense;VerbType;Number;Person;ExtPos;Case;PronType;Voice;Poss;Gender;Reflex;Definite;NumType;Degree	Mood;Polarity;Aspect;VerbForm;Tense;Number;Person;ExtPos;Case;PronType;Voice;Poss;Gender;Reflex;Definite;NumType;Degree	19	17	0.962681670875002	0.912638924786767	4.2799178304006285	100594	100589	44487	nige1257							0	17	19	0.912638924786767	0.962681670875002	83	23	10		
